Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
5849159	5849160	CCNA_R0043	CCNA_01902			FALSE	0.001	369.000	0.000	NA		NA
5849160	5849161	CCNA_01902	CCNA_01903			TRUE	0.853	-3.000	0.046	NA		NA
5849161	5849162	CCNA_01903	CCNA_01904			TRUE	0.963	11.000	0.931	NA		NA
5849162	5849163	CCNA_01904	CCNA_01905			TRUE	0.962	11.000	0.835	NA		NA
5849163	5849164	CCNA_01905	CCNA_01906			TRUE	0.973	-3.000	0.437	1.000	N	NA
5849165	5849166	CCNA_01907	CCNA_01908			TRUE	0.995	0.000	0.797	1.000	Y	NA
5849166	5849167	CCNA_01908	CCNA_01909			TRUE	0.922	56.000	0.719	NA	Y	NA
5849167	5849168	CCNA_01909	CCNA_01910			FALSE	0.007	222.000	0.000	NA		NA
5849168	5849169	CCNA_01910	CCNA_01911			FALSE	0.058	136.000	0.000	NA		NA
5849169	5849170	CCNA_01911	CCNA_01912			FALSE	0.012	196.000	0.000	NA		NA
5849171	5849172	CCNA_01913	CCNA_01914			FALSE	0.123	95.000	0.000	NA	N	NA
5849172	5849173	CCNA_01914	CCNA_01915			TRUE	0.982	-3.000	0.088	1.000	Y	NA
5849173	10784566	CCNA_01915	CCNA_04000			TRUE	0.690	-7.000	0.013	1.000	N	NA
5849177	5849178	CCNA_01918	CCNA_01919			FALSE	0.307	82.000	0.029	1.000	N	NA
5849179	5849180	CCNA_01920	CCNA_01921			TRUE	0.867	5.000	0.078	NA		NA
5849180	5849181	CCNA_01921	CCNA_01922			FALSE	0.170	24.000	0.000	NA		NA
5849183	5849184	CCNA_01924	CCNA_01925			TRUE	0.791	33.000	0.333	NA	N	NA
5849185	5849186	CCNA_01926	CCNA_01927			TRUE	0.602	137.000	0.250	1.000	N	NA
5849187	5849188	CCNA_01928	CCNA_01929			FALSE	0.495	-3.000	0.000	NA		NA
5849188	5849189	CCNA_01929	CCNA_01930			TRUE	0.969	1.000	0.500	NA		NA
5849190	5849191	CCNA_01931	CCNA_01932			TRUE	0.970	-3.000	0.375	1.000	N	NA
5849192	5849193	CCNA_01933	CCNA_01934			TRUE	0.775	0.000	0.020	NA		NA
5849193	5849194	CCNA_01934	CCNA_01935			TRUE	0.929	6.000	0.240	NA		NA
5849194	5849195	CCNA_01935	CCNA_01936			TRUE	0.936	8.000	0.309	NA		NA
5849195	5849196	CCNA_01936	CCNA_01937			TRUE	0.956	0.000	0.193	1.000	N	NA
5849196	5849197	CCNA_01937	CCNA_01938			TRUE	0.993	-3.000	0.482	1.000	Y	NA
5849197	5849198	CCNA_01938	CCNA_01939			FALSE	0.329	-7.000	0.000	NA		NA
5849198	5849199	CCNA_01939	CCNA_01940			FALSE	0.495	-3.000	0.000	NA		NA
5849199	5849200	CCNA_01940	CCNA_01941			TRUE	0.941	0.000	0.109	1.000	N	NA
5849200	5849201	CCNA_01941	CCNA_01942			TRUE	0.946	-3.000	0.168	NA	N	NA
5849203	5849204	CCNA_01944	CCNA_01945			FALSE	0.167	98.000	0.000	1.000	N	NA
5849205	5849206	CCNA_01946	CCNA_01947			FALSE	0.217	128.000	0.008	1.000	N	NA
5849206	5849207	CCNA_01947	CCNA_01948			FALSE	0.018	234.000	0.004	1.000	N	NA
5849207	5849208	CCNA_01948	CCNA_01949			TRUE	0.935	-19.000	0.053	NA	Y	NA
5849209	5849210	CCNA_01950	CCNA_01951			FALSE	0.342	79.000	0.041	1.000	N	NA
5849210	5849211	CCNA_01951	CCNA_01952			TRUE	0.806	161.000	0.396	1.000	Y	NA
5849211	5849212	CCNA_01952	CCNA_01953			FALSE	0.001	366.000	0.000	NA		NA
5849213	5849214	CCNA_01954	CCNA_01955			FALSE	0.246	143.000	0.039	1.000		NA
5849214	5849215	CCNA_01955	CCNA_01956			TRUE	0.669	25.000	0.079	1.000		NA
5849216	5849217	CCNA_01957	CCNA_01958	thiG	thiS	TRUE	0.774	145.000	0.130	1.000	Y	NA
5849218	5849219	CCNA_01959	CCNA_01960			FALSE	0.349	61.000	0.042	1.000	N	NA
5849219	5849220	CCNA_01960	CCNA_01961			TRUE	0.986	6.000	0.153	0.002	Y	NA
5849220	5849221	CCNA_01961	CCNA_01962			TRUE	0.558	100.000	0.114	1.000	N	NA
5849222	5849223	CCNA_01963	CCNA_01964			TRUE	0.584	59.000	0.260	NA		NA
5849223	5849224	CCNA_01964	CCNA_01965			TRUE	0.504	0.000	0.000	NA		NA
5849225	5849226	CCNA_01966	CCNA_01967			FALSE	0.212	72.000	0.029	NA		NA
5849226	5849227	CCNA_01967	CCNA_01968			FALSE	0.069	95.000	0.000	NA		NA
5849228	5849229	CCNA_01969	CCNA_01970			FALSE	0.179	122.000	0.002	1.000	N	NA
5849230	5849231	CCNA_01971	CCNA_01972			TRUE	0.929	0.000	0.106	1.000		NA
5849233	5849234	CCNA_01974	CCNA_01975			TRUE	0.950	9.000	0.019	1.000	Y	NA
5849234	5849235	CCNA_01975	CCNA_01976			TRUE	0.990	-3.000	0.293	1.000	Y	NA
5849235	5849236	CCNA_01976	CCNA_01977			FALSE	0.164	96.000	0.000	1.000	N	NA
5849236	5849237	CCNA_01977	CCNA_01978			FALSE	0.237	51.000	0.000	0.069		NA
5849237	5849238	CCNA_01978	CCNA_01979			FALSE	0.155	138.000	0.011	1.000		NA
5849239	5849240	CCNA_01980	CCNA_01981			FALSE	0.169	28.000	0.002	NA		NA
5849241	5849242	CCNA_01982	CCNA_01983			TRUE	0.518	68.000	0.127	1.000	N	NA
5849243	5849244	CCNA_01984	CCNA_01985			TRUE	0.894	-3.000	0.061	1.000		NA
5849244	5849245	CCNA_01985	CCNA_01986			FALSE	0.125	86.000	0.003	1.000		NA
5849245	5849246	CCNA_01986	CCNA_01987			TRUE	0.939	-3.000	0.173	NA		NA
5849246	5849247	CCNA_01987	CCNA_01988			TRUE	0.952	10.000	0.552	NA		NA
5849247	5849248	CCNA_01988	CCNA_01989			TRUE	0.963	-3.000	0.264	1.000	N	NA
5849248	5849249	CCNA_01989	CCNA_01990			TRUE	0.951	3.000	0.212	1.000	N	NA
5849249	5849250	CCNA_01990	CCNA_01991			TRUE	0.773	54.000	0.060	1.000	Y	NA
5849250	5849251	CCNA_01991	CCNA_01992			TRUE	0.982	3.000	0.123	1.000	Y	NA
5849251	5849252	CCNA_01992	CCNA_01993		mmpA	TRUE	0.959	18.000	0.204	1.000	Y	NA
5849252	5849253	CCNA_01993	CCNA_01994	mmpA		TRUE	0.910	-58.000	0.568	1.000	N	NA
5849253	5849254	CCNA_01994	CCNA_01995			TRUE	0.980	-12.000	0.372	1.000	Y	NA
5849254	5849255	CCNA_01995	CCNA_01996			TRUE	0.969	-40.000	0.400	1.000	Y	NA
5849255	5849256	CCNA_01996	CCNA_01997			TRUE	0.732	52.000	0.409	1.000	N	NA
5849256	5849257	CCNA_01997	CCNA_01998			TRUE	0.894	27.000	0.626	1.000	N	NA
5849257	5849258	CCNA_01998	CCNA_01999			FALSE	0.386	178.000	0.416	1.000	N	NA
5849258	5849259	CCNA_01999	CCNA_02000			TRUE	0.911	140.000	0.748	1.000	Y	NA
5849261	5849262	CCNA_02002	CCNA_02003			FALSE	0.049	168.000	0.002	1.000		NA
5849262	5849263	CCNA_02003	CCNA_02004			FALSE	0.108	36.000	0.000	NA		NA
5849265	5849266	CCNA_02006	CCNA_02007			TRUE	0.958	-7.000	0.620	1.000	N	NA
5849266	5849267	CCNA_02007	CCNA_02008			TRUE	0.924	0.000	0.076	1.000	N	NA
5849267	5849268	CCNA_02008	CCNA_02009			TRUE	0.504	0.000	0.000	NA		NA
5849268	5849269	CCNA_02009	CCNA_02010			FALSE	0.207	19.000	0.000	NA		NA
5849269	5849270	CCNA_02010	CCNA_02011			TRUE	0.941	0.000	0.172	NA		NA
5849270	5849271	CCNA_02011	CCNA_02012			TRUE	0.518	109.000	0.105	1.000		NA
5849271	5849272	CCNA_02012	CCNA_02013			TRUE	0.913	0.000	0.080	1.000		NA
5849272	5849273	CCNA_02013	CCNA_02014			TRUE	0.919	-3.000	0.071	1.000	N	NA
5849273	5849274	CCNA_02014	CCNA_02015		nuoN	TRUE	0.967	2.000	0.372	1.000	N	NA
5849274	5849275	CCNA_02015	CCNA_02016	nuoN	nuoM	TRUE	0.989	-7.000	0.453	0.005	Y	NA
5849275	5849276	CCNA_02016	CCNA_02017	nuoM	nuoL	TRUE	0.992	-3.000	0.251	0.005	Y	NA
5849276	5849277	CCNA_02017	CCNA_02018	nuoL	nuoK	TRUE	0.991	9.000	0.451	0.005	Y	NA
5849277	5849278	CCNA_02018	CCNA_02019	nuoK	nuoJ	TRUE	0.995	-3.000	0.484	0.002	Y	NA
5849278	5849279	CCNA_02019	CCNA_02020	nuoJ	nuoI	TRUE	0.940	47.000	0.442	0.005	Y	NA
5849279	5849280	CCNA_02020	CCNA_02021	nuoI		FALSE	0.079	142.000	0.004	NA		NA
5849280	5849281	CCNA_02021	CCNA_02022		nuoH	TRUE	0.666	0.000	0.008	NA		NA
5849281	5849282	CCNA_02022	CCNA_02023	nuoH	nuoG	TRUE	0.993	5.000	0.515	0.005	Y	NA
5849282	5849283	CCNA_02023	CCNA_02024	nuoG	nuoF	TRUE	0.991	6.000	0.395	0.005	Y	NA
5849283	5849284	CCNA_02024	CCNA_02025	nuoF		TRUE	0.578	4.000	0.006	NA		NA
5849284	5849285	CCNA_02025	CCNA_02026			TRUE	0.981	-3.000	1.000	NA		NA
5849285	5849286	CCNA_02026	CCNA_02027		nuoE	TRUE	0.599	2.000	0.005	NA		NA
5849286	5849287	CCNA_02027	CCNA_02028	nuoE		TRUE	0.710	-3.000	0.012	NA		NA
5849287	5849288	CCNA_02028	CCNA_02029		nuoD	TRUE	0.776	-3.000	0.021	NA		NA
5849288	5849289	CCNA_02029	CCNA_02030	nuoD		FALSE	0.460	3.000	0.000	NA		NA
5849289	5849290	CCNA_02030	CCNA_02031		nuoC	FALSE	0.181	22.000	0.000	NA		NA
5849290	5849291	CCNA_02031	CCNA_02032	nuoC	nuoB	TRUE	0.993	-3.000	0.262	0.002	Y	NA
5849291	5849292	CCNA_02032	CCNA_02033	nuoB	nuoA	TRUE	0.981	-30.000	0.396	0.002	Y	NA
5849293	5849294	CCNA_R0045	CCNA_R0046			FALSE	0.061	65.000	0.000	NA		NA
5849294	5849295	CCNA_R0046	CCNA_02034			FALSE	0.064	59.000	0.000	NA		NA
5849296	5849297	CCNA_02035	CCNA_R0047			FALSE	0.002	303.000	0.000	NA		NA
5849297	5849298	CCNA_R0047	CCNA_02036			FALSE	0.078	107.000	0.000	NA		NA
5849298	5849299	CCNA_02036	CCNA_02037			FALSE	0.177	144.000	0.010	1.000	N	NA
5849303	5849304	CCNA_02041	CCNA_02042	clpP		TRUE	0.748	169.000	0.351	1.000	Y	NA
5849304	5849305	CCNA_02042	CCNA_R0048			FALSE	0.016	179.000	0.000	NA		NA
5849305	5849306	CCNA_R0048	CCNA_02043			FALSE	0.085	45.000	0.000	NA		NA
5849306	5849307	CCNA_02043	CCNA_02044			TRUE	0.932	10.000	0.008	NA	Y	NA
5849307	5849308	CCNA_02044	CCNA_02045			TRUE	0.809	6.000	0.027	1.000	N	NA
5849309	5849310	CCNA_02046	CCNA_02047			TRUE	0.873	44.000	0.145	1.000	Y	NA
5849310	5849311	CCNA_02047	CCNA_02048			FALSE	0.152	130.000	0.000	1.000	N	NA
5849313	5849314	CCNA_02050	CCNA_02051			TRUE	0.997	0.000	0.874	0.001	Y	NA
5849314	5849315	CCNA_02051	CCNA_02052			FALSE	0.039	199.000	0.006	1.000	N	NA
5849315	5849316	CCNA_02052	CCNA_02053			FALSE	0.003	278.000	0.000	NA		NA
5849317	5849318	CCNA_02054	CCNA_02055			FALSE	0.105	128.000	0.000	1.000		NA
5849318	5849319	CCNA_02055	CCNA_02056			FALSE	0.495	-3.000	0.000	NA		NA
5849320	5849321	CCNA_02057	CCNA_02058			TRUE	0.964	-3.000	0.378	NA		NA
5849322	5849323	CCNA_02059	CCNA_02060			TRUE	0.926	-3.000	0.083	1.000	N	NA
5849325	5849326	CCNA_02062	CCNA_02063			FALSE	0.484	83.000	0.117	1.000		NA
5849326	5849327	CCNA_02063	CCNA_02064			FALSE	0.417	101.000	0.064	1.000		NA
5849329	5849330	CCNA_02066	CCNA_02067			FALSE	0.234	72.000	0.035	NA		NA
5849330	5849331	CCNA_02067	CCNA_02068			FALSE	0.202	96.000	0.020	NA		NA
5849331	5849332	CCNA_02068	CCNA_02069			TRUE	0.752	0.000	0.016	NA		NA
5849332	5849333	CCNA_02069	CCNA_02070			TRUE	0.983	1.000	0.044	0.001	Y	NA
5849333	5849334	CCNA_02070	CCNA_02071			TRUE	0.664	158.000	0.099	NA	Y	NA
5849335	5849336	CCNA_02072	CCNA_02073			FALSE	0.060	75.000	0.000	NA		NA
5849336	5849337	CCNA_02073	CCNA_02074			TRUE	0.528	6.000	0.000	1.000		NA
5849338	5849339	CCNA_02075	CCNA_02076			FALSE	0.487	93.000	0.089	1.000	N	NA
5849339	5849340	CCNA_02076	CCNA_02077			TRUE	0.939	-3.000	0.147	1.000		NA
5849340	5849341	CCNA_02077	CCNA_02078		serS	TRUE	0.889	-3.000	0.058	1.000		NA
5849341	5849342	CCNA_02078	CCNA_02079	serS		FALSE	0.098	40.000	0.000	NA		NA
5849342	5849343	CCNA_02079	CCNA_02080			FALSE	0.009	211.000	0.000	NA		NA
5849343	5849344	CCNA_02080	CCNA_02081			TRUE	0.963	-3.000	0.014	NA	Y	NA
5849344	5849345	CCNA_02081	CCNA_02082			TRUE	0.749	85.000	0.016	0.007	Y	NA
5849345	5849346	CCNA_02082	CCNA_02083		scpB	FALSE	0.362	134.000	0.060	NA	N	NA
5849346	5849347	CCNA_02083	CCNA_02084	scpB		TRUE	0.972	-3.000	0.570	NA		NA
5849347	5849348	CCNA_02084	CCNA_02085			TRUE	0.916	-3.000	0.103	NA		NA
5849348	5849349	CCNA_02085	CCNA_02086			TRUE	0.740	-3.000	0.016	NA		NA
5849349	5849350	CCNA_02086	CCNA_02087			FALSE	0.072	170.000	0.018	NA		NA
5849353	5849354	CCNA_02090	CCNA_02091			FALSE	0.390	40.000	0.046	NA		NA
5849360	5849361	CCNA_02097	CCNA_02098			FALSE	0.308	89.000	0.051	NA		NA
5849362	5849363	CCNA_02099	CCNA_02100			FALSE	0.073	119.000	0.000	NA		NA
5849364	5849365	CCNA_02101	CCNA_02102			TRUE	0.739	8.000	0.033	NA		NA
5849366	5849367	CCNA_02103	CCNA_02104			TRUE	0.929	0.000	0.130	NA		NA
5849367	5849368	CCNA_02104	CCNA_02105			FALSE	0.248	62.000	0.037	NA		NA
5849368	5849369	CCNA_02105	CCNA_02106			FALSE	0.003	275.000	0.000	NA		NA
5849369	5849370	CCNA_02106	CCNA_02107			FALSE	0.074	117.000	0.000	NA		NA
5849370	5849371	CCNA_02107	CCNA_02108			FALSE	0.070	53.000	0.000	NA		NA
5849371	5849372	CCNA_02108	CCNA_02109		thiC	FALSE	0.200	49.000	0.003	1.000	N	NA
5849372	5849373	CCNA_02109	CCNA_02110	thiC		FALSE	0.006	232.000	0.000	NA		NA
5849373	5849374	CCNA_02110	CCNA_02111			TRUE	0.862	12.000	0.133	NA		NA
5849375	5849376	CCNA_02112	CCNA_02113			TRUE	0.784	12.000	0.038	1.000	N	NA
5849379	5849380	CCNA_02116	CCNA_02117			FALSE	0.075	115.000	0.000	NA		NA
5849380	5849381	CCNA_02117	CCNA_02118			FALSE	0.063	83.000	0.000	NA		NA
5849381	5849382	CCNA_02118	CCNA_02119			FALSE	0.420	5.000	0.000	NA		NA
5849382	5849383	CCNA_02119	CCNA_02120			FALSE	0.251	-22.000	0.000	NA		NA
5849384	5849385	CCNA_02121	CCNA_02122			TRUE	0.968	-3.000	0.460	NA		NA
5849385	5849386	CCNA_02122	CCNA_02123			FALSE	0.002	336.000	0.000	NA		NA
5849387	5849388	CCNA_02124	CCNA_02125		podJ	FALSE	0.005	244.000	0.000	NA		NA
5849391	5849392	CCNA_02128	CCNA_02129			TRUE	0.682	73.000	0.000	0.006	Y	NA
5849393	5849394	CCNA_02130	CCNA_02131		celD	TRUE	0.847	20.000	0.000	1.000	Y	NA
5849394	5849395	CCNA_02131	CCNA_02132	celD		FALSE	0.006	298.000	0.000	1.000	N	NA
5849395	5849396	CCNA_02132	CCNA_02133		glk	FALSE	0.153	86.000	0.000	1.000	N	NA
5849396	5849397	CCNA_02133	CCNA_02134	glk	edd	TRUE	0.941	15.000	0.058	1.000	Y	NA
5849397	5849398	CCNA_02134	CCNA_02135	edd	pgl	TRUE	0.982	7.000	0.202	1.000	Y	NA
5849398	5849399	CCNA_02135	CCNA_02136	pgl	zwf	TRUE	0.985	3.000	0.163	1.000	Y	NA
5849399	5849400	CCNA_02136	CCNA_02137	zwf		FALSE	0.004	282.000	0.000	1.000		NA
5849400	5849401	CCNA_02137	CCNA_02138			TRUE	0.952	10.000	0.556	NA		NA
5849401	5849402	CCNA_02138	CCNA_02139		pflI	TRUE	0.977	-3.000	0.714	NA		NA
5849402	5849403	CCNA_02139	CCNA_02140	pflI	fliM	TRUE	0.786	-3.000	0.024	NA		NA
5849403	5849404	CCNA_02140	CCNA_02141	fliM	fliL	TRUE	0.963	28.000	0.323	0.001	Y	NA
5849405	5849406	CCNA_02142	CCNA_02143	flgF	flgG	TRUE	0.981	14.000	0.235	0.001	Y	NA
5849406	5849407	CCNA_02143	CCNA_02144	flgG	flgA	TRUE	0.964	5.000	0.043	NA	Y	NA
5849407	5849408	CCNA_02144	CCNA_02145	flgA	flgH	TRUE	0.937	13.000	0.035	NA	Y	NA
5849408	5849409	CCNA_02145	CCNA_02146	flgH		FALSE	0.066	57.000	0.000	NA		NA
5849409	5849410	CCNA_02146	CCNA_02147			FALSE	0.072	99.000	0.000	NA		NA
5849410	5849411	CCNA_02147	CCNA_02148			FALSE	0.060	75.000	0.000	NA		NA
5849412	5849413	CCNA_02149	CCNA_02150	dxs		TRUE	0.941	18.000	0.088	1.000	Y	NA
5849413	5849414	CCNA_02150	CCNA_02151			TRUE	0.549	38.000	0.062	1.000	N	NA
5849414	5849415	CCNA_02151	CCNA_02152			FALSE	0.071	98.000	0.000	NA		NA
5849415	5849416	CCNA_02152	CCNA_02153			FALSE	0.495	-3.000	0.000	NA		NA
5849417	5849418	CCNA_02154	CCNA_02155			FALSE	0.070	169.000	0.015	NA		NA
5849419	5849420	CCNA_02156	CCNA_02157			TRUE	0.941	12.000	0.500	NA		NA
5849421	5849422	CCNA_02158	CCNA_02159			FALSE	0.495	-3.000	0.000	NA		NA
5849427	5849428	CCNA_02164	CCNA_02165			FALSE	0.322	63.000	0.044	NA	N	NA
5849428	5849429	CCNA_02165	CCNA_02166			TRUE	0.796	-3.000	0.015	NA	N	NA
5849429	5849430	CCNA_02166	CCNA_02167			FALSE	0.156	44.000	0.000	NA	N	NA
5849433	5849434	CCNA_02170	CCNA_02171			FALSE	0.268	63.000	0.020	1.000	N	NA
5849435	5849436	CCNA_02172	CCNA_02173			TRUE	0.989	-3.000	0.250	1.000	Y	NA
5849436	5849437	CCNA_02173	CCNA_02174			TRUE	0.970	21.000	0.500	1.000	Y	NA
5849439	5849440	CCNA_02176	CCNA_02177			FALSE	0.062	79.000	0.000	NA		NA
5849440	5849441	CCNA_02177	CCNA_02178			FALSE	0.062	64.000	0.000	NA		NA
5849441	5849442	CCNA_02178	CCNA_02179			FALSE	0.120	231.000	0.000	1.000	Y	NA
5849443	5849444	CCNA_02180	CCNA_02181			FALSE	0.103	88.000	0.000	1.000		NA
5849444	5849445	CCNA_02181	CCNA_02182			TRUE	0.714	-3.000	0.007	1.000		NA
5849446	5849447	CCNA_02183	CCNA_02184			TRUE	0.729	-3.000	0.014	NA		NA
5849447	5849448	CCNA_02184	CCNA_02185			FALSE	0.001	407.000	0.000	NA		NA
5849448	5849449	CCNA_02185	CCNA_02186			TRUE	0.914	43.000	0.146	0.001	Y	NA
5849449	5849451	CCNA_02186	CCNA_R0049			FALSE	0.024	171.000	0.000	NA		NA
5849450	5849452	CCNA_R0049	CCNA_02187			FALSE	0.001	406.000	0.000	NA		NA
5849451	5849450	CCNA_R0049	CCNA_R0049			FALSE	0.171	-82.000	0.000	NA		NA
5849452	5849453	CCNA_02187	CCNA_02188			TRUE	0.869	-3.000	0.055	NA		NA
5849453	5849454	CCNA_02188	CCNA_02189			TRUE	0.881	8.000	0.108	NA		NA
5849454	5849455	CCNA_02189	CCNA_02190			FALSE	0.465	79.000	0.108	1.000		NA
5849455	5849456	CCNA_02190	CCNA_02191			TRUE	0.621	81.000	0.333	NA		NA
5849457	5849458	CCNA_02192	CCNA_02193			FALSE	0.446	-42.000	0.018	NA		NA
5849459	5849460	CCNA_02194	CCNA_02195			TRUE	0.569	8.000	0.003	1.000		NA
5849461	5849462	CCNA_02196	CCNA_02197			FALSE	0.065	89.000	0.000	NA		NA
5849462	5849463	CCNA_02197	CCNA_02198			TRUE	0.571	1.000	0.004	NA		NA
5849465	5849466	CCNA_02200	CCNA_02201			FALSE	0.112	63.000	0.000	NA	N	NA
5849468	5849469	CCNA_02203	CCNA_02204			FALSE	0.054	139.000	0.000	NA		NA
5849469	5849470	CCNA_02204	CCNA_02205			FALSE	0.003	281.000	0.000	NA		NA
5849471	5849472	CCNA_02206	CCNA_02207			FALSE	0.163	77.000	0.017	NA		NA
5849472	5849473	CCNA_02207	CCNA_02208			FALSE	0.151	119.000	0.003	NA	N	NA
5849475	5849476	CCNA_02210	CCNA_02211			FALSE	0.066	92.000	0.000	NA		NA
5849476	5849477	CCNA_02211	CCNA_02212			FALSE	0.063	83.000	0.000	NA		NA
5849480	5849481	CCNA_02215	CCNA_02216			TRUE	0.954	7.000	0.429	1.000		NA
5849481	5849482	CCNA_02216	CCNA_02217			TRUE	0.512	122.000	0.143	NA		NA
5849482	5849483	CCNA_02217	CCNA_02218			FALSE	0.177	99.000	0.015	NA		NA
5849485	5849486	CCNA_02220	CCNA_02221			FALSE	0.018	223.000	0.000	1.000	N	NA
5849486	5849487	CCNA_02221	CCNA_02222			FALSE	0.419	178.000	0.008	0.001	Y	NA
5849487	5849488	CCNA_02222	CCNA_02223			TRUE	0.975	-3.000	0.571	1.000		NA
5849488	5849489	CCNA_02223	CCNA_02224			TRUE	0.771	-3.000	0.014	1.000		NA
5849489	5849490	CCNA_02224	CCNA_02225			TRUE	0.950	-3.000	0.160	1.000	N	NA
5849490	5849491	CCNA_02225	CCNA_02226			FALSE	0.165	44.000	0.008	NA		NA
5849491	5849492	CCNA_02226	CCNA_02227			FALSE	0.124	32.000	0.000	NA		NA
5849493	5849494	CCNA_02228	CCNA_02229			FALSE	0.071	122.000	0.000	NA		NA
5849495	5849496	CCNA_02230	CCNA_02231			FALSE	0.082	142.000	0.000	1.000		NA
5849497	5849498	CCNA_02232	CCNA_02233			TRUE	0.526	159.000	0.222	0.085	N	NA
5849500	5849501	CCNA_02235	CCNA_02236			TRUE	0.937	4.000	0.154	1.000	N	NA
5849501	5849502	CCNA_02236	CCNA_02237			FALSE	0.261	68.000	0.020	1.000	N	NA
5849502	5849503	CCNA_02237	CCNA_02238			FALSE	0.164	138.000	0.020	NA		NA
5849504	5849505	CCNA_02239	CCNA_02240			TRUE	0.954	-3.000	0.280	NA		NA
5849505	5849506	CCNA_02240	CCNA_02241			TRUE	0.980	0.000	0.696	NA	N	NA
5849506	5849507	CCNA_02241	CCNA_02242			FALSE	0.086	175.000	0.036	NA		NA
5849509	5849510	CCNA_02244	CCNA_02245			FALSE	0.116	101.000	0.000	1.000		NA
5849510	5849511	CCNA_02245	CCNA_02246			FALSE	0.239	74.000	0.027	1.000		NA
5849513	5849514	CCNA_02248	CCNA_02249			FALSE	0.325	12.000	0.000	NA		NA
5849516	5849517	CCNA_02250	CCNA_02251			TRUE	0.676	61.000	0.000	0.066	Y	NA
5849517	5849518	CCNA_02251	CCNA_02252			TRUE	0.858	22.000	0.009	1.000	Y	NA
5849519	5849520	CCNA_02253	CCNA_R0051			FALSE	0.094	42.000	0.000	NA		NA
5849521	5849522	CCNA_02254	CCNA_02255		spmX	FALSE	0.032	202.000	0.011	1.000		NA
5849522	5849523	CCNA_02255	CCNA_02256	spmX		FALSE	0.305	106.000	0.029	1.000		NA
5849523	5849524	CCNA_02256	CCNA_R0052			FALSE	0.044	149.000	0.000	NA		NA
5849524	5849525	CCNA_R0052	CCNA_02257			FALSE	0.065	86.000	0.000	NA		NA
5849526	5849527	CCNA_02258	CCNA_02259			FALSE	0.108	36.000	0.000	NA		NA
5849528	5849529	CCNA_02260	CCNA_02261			FALSE	0.258	84.000	0.028	1.000		NA
5849530	5849531	CCNA_02262	CCNA_02263			TRUE	0.951	-3.000	0.250	NA		NA
5849533	5849534	CCNA_02265	CCNA_02266			TRUE	0.593	57.000	0.000	NA	Y	NA
5849534	5849535	CCNA_02266	CCNA_02267			FALSE	0.077	111.000	0.000	NA		NA
5849536	5849537	CCNA_02268	CCNA_R0053			FALSE	0.008	215.000	0.000	NA		NA
5849539	5849540	CCNA_02270	CCNA_02271			FALSE	0.006	228.000	0.000	NA		NA
5849540	5849541	CCNA_02271	CCNA_02272			TRUE	0.753	45.000	0.500	NA		NA
5849541	5849542	CCNA_02272	CCNA_02273			FALSE	0.291	35.000	0.019	NA		NA
5849542	5849543	CCNA_02273	CCNA_02274			FALSE	0.108	126.000	0.000	1.000		NA
5849543	5849544	CCNA_02274	CCNA_02275			FALSE	0.495	-3.000	0.000	NA		NA
5849545	5849546	CCNA_02276	CCNA_02277			FALSE	0.064	85.000	0.000	NA		NA
5849546	5849547	CCNA_02277	CCNA_02278			FALSE	0.190	107.000	0.015	NA		NA
5849547	5849548	CCNA_02278	CCNA_02279			TRUE	0.964	-3.000	0.385	NA		NA
5849548	5849549	CCNA_02279	CCNA_02280			TRUE	0.947	-3.000	0.145	1.000	N	NA
5849549	5849550	CCNA_02280	CCNA_02281			FALSE	0.239	92.000	0.012	1.000	N	NA
5849550	5849551	CCNA_02281	CCNA_02282			TRUE	0.655	108.000	0.300	NA		NA
5849552	5849553	CCNA_02283	CCNA_02284			FALSE	0.217	163.000	0.050	1.000	N	NA
5849553	5849554	CCNA_02284	CCNA_02285			FALSE	0.214	52.000	0.006	1.000	N	NA
5849554	5849555	CCNA_02285	CCNA_02286			FALSE	0.017	178.000	0.000	NA		NA
5849556	5849557	CCNA_02287	CCNA_02288			TRUE	0.756	-3.000	0.011	1.000		NA
5849558	5849559	CCNA_02289	CCNA_02290			TRUE	0.967	9.000	0.833	NA		NA
5849559	5849560	CCNA_02290	CCNA_02291			TRUE	0.960	-3.000	0.333	NA		NA
5849560	5849561	CCNA_02291	CCNA_02292			FALSE	0.017	202.000	0.000	1.000		NA
5849561	5849562	CCNA_02292	CCNA_02293			TRUE	0.617	-3.000	0.000	1.000		NA
5849563	5849564	CCNA_02294	CCNA_02295			FALSE	0.317	-21.000	0.003	NA		NA
5849564	5849565	CCNA_02295	CCNA_02296			FALSE	0.445	10.000	0.003	NA		NA
5849566	5849567	CCNA_02297	CCNA_02298			TRUE	0.636	-58.000	0.062	NA		NA
5849568	5849569	CCNA_02299	CCNA_02300			TRUE	0.985	-3.000	0.139	1.000	Y	NA
5849569	5849570	CCNA_02300	CCNA_02301			TRUE	0.966	-3.000	0.417	NA		NA
5849570	5849571	CCNA_02301	CCNA_02302			TRUE	0.951	-3.000	0.250	NA		NA
5849573	5849574	CCNA_02304	CCNA_02305			FALSE	0.257	58.000	0.037	NA		NA
5849574	5849575	CCNA_02305	CCNA_02306			TRUE	0.738	46.000	0.019	1.000	Y	NA
